13.00,1,3,0.05
21.00,4,9,0.07
12.00,2,3,0.06
21.00,1,10,0.04
43.00,2,7,0.03
15.00,6,9,0.03
14.00,8,9,0.03
21.00,7,10,0.03
7.00,5,8,0.03
29.00,1,10,0.03
163.22,662,946,65.21
191.12,166,406,65.10
249.24,28,286,62.13
271.88,378,991,64.16
217.38,271,889,66.35
136.41,50,229,66.52
318.37,362,686,64.27
306.25,540,925,62.16
152.40,13,106,71.11
356.81,11,920,64.56
439.40,3996,5943,6081.91
527.28,45,5762,6311.00
742.51,6839,8730,6137.38
785.22,5135,9969,6329.28
711.15,6559,8960,7000.15
925.67,4020,8689,6184.20
545.26,797,2359,6073.88
711.90,5,1701,6086.68
721.30,8293,9990,6243.60
1228.66,571,8383,6174.18
328.59,980,1503,249.78
360.87,61,1305,245.87
256.65,579,1513,240.13
149.26,1654,1805,250.67
155.43,3,300,265.07
306.05,1530,1910,249.57
259.39,597,1370,240.63
115.03,962,1009,245.47
496.09,1137,1952,252.59
470.87,416,1828,241.35
341.81,115,426,551.16
215.63,346,605,565.78
760.13,448,2422,612.89
347.54,655,1541,565.77
327.94,809,1669,557.98
288.89,68,973,576.62
295.29,1672,2430,558.63
544.29,18,2758,613.78
196.97,12,259,577.50
651.78,18,2783,562.82
297.71,1160,2578,1002.45
387.38,161,1052,976.15
549.03,1048,3002,972.74
465.77,1178,3645,996.82
375.78,389,2117,978.86
403.36,2766,3752,965.21
725.74,5,2752,1005.85
257.88,3601,3924,972.64
588.19,1491,2444,962.10
1096.07,259,3282,974.92
829.77,169,4992,1511.84
331.44,4347,4987,1471.72
1294.67,79,3413,1639.79
582.18,277,3061,1551.21
534.80,1265,3566,1501.13
549.82,3340,4965,1563.92
254.50,4163,4821,1535.39
611.11,2628,4755,1546.94
423.66,156,1216,1506.95
229.50,1216,1761,1486.81
428.19,86,5917,2190.11
338.56,3506,4437,2159.70
516.62,4538,5925,2180.22
460.58,151,1212,2136.32
762.32,2870,5472,2241.40
421.90,4680,5953,2197.34
1330.15,118,5684,2285.20
838.85,608,5572,2301.54
608.38,2260,4756,2403.44
648.63,534,3133,2243.90
311.63,4895,6536,3013.14
264.64,3170,3451,2951.49
493.25,3084,3864,3058.75
607.31,374,2853,3009.14
562.60,5,5244,3175.18
343.71,144,936,3017.21
823.87,377,5748,3057.45
775.20,5,3509,3108.26
866.73,549,6992,2965.67
641.86,4215,6053,2953.85
364.16,3,947,3815.45
425.95,5576,7014,3889.68
825.46,1001,5673,3970.38
733.19,1790,3174,3876.86
905.81,101,5440,4151.67
487.84,974,1683,3954.33
659.44,5347,7807,3881.18
894.05,361,7965,4061.29
350.40,4425,6776,4044.47
1049.96,172,4949,4048.87
700.11,1563,8412,4949.61
402.34,3775,6016,5015.61
613.12,2691,6013,5017.93
436.39,920,2360,5048.44
849.50,3290,6312,5202.38
655.32,142,3632,4950.62
738.71,6,8951,4899.99
908.73,44,6285,5092.17
958.74,365,7332,4933.80
469.11,2572,4149,5152.22
