13.00,1,3,0.05
21.00,4,9,0.03
12.00,2,3,0.03
21.00,1,10,0.03
43.00,2,7,0.03
15.00,6,9,0.03
14.00,8,9,0.03
21.00,7,10,0.03
7.00,5,8,0.03
29.00,1,10,0.03
163.22,662,946,57.94
191.12,166,406,61.51
249.24,28,286,59.38
271.88,378,991,59.67
217.38,271,889,61.10
136.41,50,229,59.44
318.37,362,686,58.53
306.25,540,925,60.96
152.40,13,106,59.05
356.81,11,920,60.38
439.40,3996,5943,5928.05
527.28,45,5762,5947.41
742.51,6839,8730,5947.68
785.22,5135,9969,5963.60
711.15,6559,8960,5892.59
925.67,4020,8689,5962.73
545.26,797,2359,6007.34
711.90,5,1701,5982.10
721.30,8293,9990,6001.64
1228.66,571,8383,5963.49
328.59,980,1503,240.39
360.87,61,1305,235.62
256.65,579,1513,242.62
149.26,1654,1805,234.28
155.43,3,300,238.78
306.05,1530,1910,241.86
259.39,597,1370,238.36
115.03,962,1009,242.22
496.09,1137,1952,244.82
470.87,416,1828,244.36
341.81,115,426,533.27
215.63,346,605,536.01
760.13,448,2422,536.63
347.54,655,1541,535.40
327.94,809,1669,542.05
288.89,68,973,538.62
295.29,1672,2430,530.70
544.29,18,2758,533.66
196.97,12,259,532.05
651.78,18,2783,530.71
297.71,1160,2578,961.99
387.38,161,1052,948.38
549.03,1048,3002,970.74
465.77,1178,3645,964.67
375.78,389,2117,954.03
403.36,2766,3752,955.61
725.74,5,2752,951.90
257.88,3601,3924,966.19
588.19,1491,2444,954.91
1096.07,259,3282,963.47
829.77,169,4992,1484.46
331.44,4347,4987,1480.43
1294.67,79,3413,1502.90
582.18,277,3061,1515.33
534.80,1265,3566,1527.34
549.82,3340,4965,1496.91
254.50,4163,4821,1524.96
611.11,2628,4755,1493.44
423.66,156,1216,1484.54
229.50,1216,1761,1505.09
428.19,86,5917,2153.58
338.56,3506,4437,2201.19
516.62,4538,5925,2203.43
460.58,151,1212,2129.44
762.32,2870,5472,2168.46
421.90,4680,5953,2152.52
1330.15,118,5684,2166.02
838.85,608,5572,2144.21
608.38,2260,4756,2170.60
648.63,534,3133,2197.42
