13.00,1,3,0.03
21.00,4,9,0.01
12.00,2,4,0.01
21.00,3,10,0.03
43.00,2,7,0.01
15.00,6,9,0.01
14.00,8,9,0.01
21.00,8,10,0.01
7.00,5,8,0.01
29.00,1,10,0.01
163.22,662,946,0.68
191.12,166,406,0.68
249.24,28,286,0.70
271.88,378,991,0.75
217.38,271,889,0.76
136.41,50,229,0.73
318.37,362,686,0.70
306.25,542,925,0.69
152.40,13,106,0.68
356.81,11,920,0.67
439.40,3996,5943,8.27
527.28,45,5762,9.07
742.51,6839,8730,6.78
785.22,5135,9969,9.01
711.15,6559,8960,7.87
925.67,4020,8689,6.89
545.26,797,2359,6.74
711.90,5,1701,9.08
721.30,8293,9990,7.18
1228.66,571,8383,7.32
328.59,980,1503,1.43
360.87,61,1305,1.36
256.65,579,1513,1.50
149.26,1654,1805,1.44
155.43,3,300,1.44
306.05,1530,1910,1.41
259.39,597,1370,1.43
115.03,962,1009,1.36
496.09,1137,1952,1.36
470.87,416,1828,1.36
341.81,115,426,2.06
215.63,346,605,2.02
760.13,448,2422,2.08
347.54,655,1541,2.03
327.94,809,1669,2.04
288.89,68,973,2.02
295.29,1672,2430,2.04
544.29,18,2758,2.04
196.97,12,259,2.02
651.78,18,2783,2.05
297.71,1160,2578,3.01
387.38,161,1052,2.70
549.03,1048,3002,2.70
465.77,1178,3645,2.70
375.78,389,2117,3.72
403.36,2766,3752,2.71
725.74,5,2752,2.73
257.88,3601,3924,2.74
588.19,1491,2444,2.71
1096.07,259,3282,2.74
829.77,169,4992,3.43
331.44,4347,4987,3.39
1294.67,79,3413,3.38
582.18,277,3061,3.36
534.80,1265,3566,3.37
549.82,3340,4965,3.38
254.50,4163,4821,3.42
611.11,2628,4755,3.49
423.66,156,1216,5.40
229.50,1216,1761,3.87
428.19,86,5917,4.39
338.56,3506,4437,4.14
516.62,4538,5925,4.13
460.58,151,1212,4.07
762.32,2870,5472,4.66
421.90,4680,5953,5.54
1330.15,118,5684,4.35
838.85,608,5572,4.06
608.38,2260,4756,4.03
648.63,534,3133,4.08
311.63,4895,6536,4.75
264.64,3170,3451,4.75
493.25,3084,3864,4.72
607.31,374,2853,4.90
562.60,5,5244,4.74
343.71,144,936,4.72
823.87,377,5748,4.72
775.20,5,3509,4.75
866.73,549,6992,4.70
641.86,4215,6053,4.72
364.16,3,947,6.07
425.95,5576,7014,7.50
825.46,1001,5673,5.93
733.19,1790,3174,5.42
905.81,101,5440,5.44
487.84,974,1683,5.42
659.44,5347,7807,5.36
894.05,361,7965,5.41
350.40,4425,6776,5.41
1049.96,172,4949,5.45
700.11,1563,8412,6.12
402.34,3775,6016,6.09
613.12,2691,6013,6.11
436.39,920,2360,6.07
849.50,3290,6312,6.04
655.32,142,3632,6.57
738.71,6,8951,7.55
908.73,44,6285,6.87
958.74,365,7332,6.21
469.11,2572,4149,6.11
