13.00,1,3,0.07
21.00,4,9,0.09
12.00,2,3,0.03
21.00,1,10,0.03
43.00,2,7,0.03
15.00,6,9,0.03
14.00,8,9,0.03
21.00,7,10,0.03
7.00,5,8,0.03
29.00,1,10,0.03
163.22,662,946,64.26
191.12,166,406,59.85
249.24,28,286,61.94
271.88,378,991,61.67
217.38,271,889,62.79
136.41,50,229,62.13
318.37,362,686,61.26
306.25,540,925,65.34
152.40,13,106,57.78
356.81,11,920,63.39
439.40,3996,5943,5921.20
527.28,45,5762,5957.40
742.51,6839,8730,5906.74
785.22,5135,9969,5951.72
711.15,6559,8960,5937.54
925.67,4020,8689,5960.76
545.26,797,2359,5925.37
711.90,5,1701,5926.15
721.30,8293,9990,5932.50
1228.66,571,8383,6002.89
328.59,980,1503,244.41
360.87,61,1305,247.73
256.65,579,1513,240.72
149.26,1654,1805,238.81
155.43,3,300,237.45
306.05,1530,1910,237.51
259.39,597,1370,237.73
115.03,962,1009,233.78
496.09,1137,1952,234.56
470.87,416,1828,237.60
341.81,115,426,538.62
215.63,346,605,534.57
760.13,448,2422,536.50
347.54,655,1541,529.43
327.94,809,1669,539.25
288.89,68,973,549.95
295.29,1672,2430,546.54
544.29,18,2758,544.97
196.97,12,259,534.37
651.78,18,2783,543.80
297.71,1160,2578,947.72
387.38,161,1052,957.59
549.03,1048,3002,945.81
465.77,1178,3645,972.52
375.78,389,2117,944.10
403.36,2766,3752,938.28
725.74,5,2752,955.11
257.88,3601,3924,941.20
588.19,1491,2444,942.64
1096.07,259,3282,986.57
829.77,169,4992,1496.10
331.44,4347,4987,1484.22
1294.67,79,3413,1491.16
582.18,277,3061,1482.14
534.80,1265,3566,1494.59
549.82,3340,4965,1502.81
254.50,4163,4821,1475.69
611.11,2628,4755,1488.81
423.66,156,1216,1503.81
229.50,1216,1761,1464.45
