13.00,1,3,0.07
21.00,4,9,0.04
12.00,2,3,0.03
21.00,1,10,0.03
43.00,2,7,0.03
15.00,6,9,0.03
14.00,8,9,0.03
21.00,7,10,0.03
7.00,5,8,0.03
29.00,1,10,0.03
163.22,662,946,59.17
191.12,166,406,61.06
249.24,28,286,59.47
271.88,378,991,57.54
217.38,271,889,63.16
136.41,50,229,58.18
318.37,362,686,58.31
306.25,540,925,59.75
152.40,13,106,61.88
356.81,11,920,65.38
439.40,3996,5943,5932.98
527.28,45,5762,5958.13
742.51,6839,8730,5985.59
785.22,5135,9969,5952.41
711.15,6559,8960,5961.68
925.67,4020,8689,5958.95
545.26,797,2359,5958.64
711.90,5,1701,5937.06
721.30,8293,9990,6076.82
1228.66,571,8383,5960.00
328.59,980,1503,246.03
360.87,61,1305,238.48
256.65,579,1513,241.40
149.26,1654,1805,238.34
155.43,3,300,252.35
306.05,1530,1910,242.86
259.39,597,1370,251.31
115.03,962,1009,238.17
496.09,1137,1952,249.37
470.87,416,1828,245.13
341.81,115,426,555.00
215.63,346,605,549.64
760.13,448,2422,553.34
347.54,655,1541,550.01
327.94,809,1669,541.97
288.89,68,973,532.20
295.29,1672,2430,540.76
544.29,18,2758,545.95
196.97,12,259,547.95
651.78,18,2783,542.79
297.71,1160,2578,959.07
387.38,161,1052,946.44
549.03,1048,3002,956.18
465.77,1178,3645,956.91
375.78,389,2117,956.86
403.36,2766,3752,959.33
725.74,5,2752,967.96
257.88,3601,3924,948.51
588.19,1491,2444,969.07
1096.07,259,3282,965.77
