13.00,1,3,0.09
21.00,4,9,0.04
12.00,2,3,0.03
21.00,1,10,0.04
43.00,2,7,0.04
15.00,6,9,0.03
14.00,8,9,0.03
21.00,7,10,0.03
7.00,5,8,0.04
29.00,1,10,0.04
163.22,662,946,60.72
191.12,166,406,59.23
249.24,28,286,56.74
271.88,378,991,61.12
217.38,271,889,56.86
136.41,50,229,59.04
318.37,362,686,62.26
306.25,540,925,58.88
152.40,13,106,61.07
356.81,11,920,59.64
439.40,3996,5943,5968.71
527.28,45,5762,5942.45
742.51,6839,8730,5942.87
785.22,5135,9969,5990.88
711.15,6559,8960,5938.23
925.67,4020,8689,5987.93
545.26,797,2359,6388.93
711.90,5,1701,5955.57
721.30,8293,9990,5790.07
1228.66,571,8383,6499.15
328.59,980,1503,375.80
360.87,61,1305,330.75
256.65,579,1513,257.89
149.26,1654,1805,261.53
155.43,3,300,248.37
306.05,1530,1910,253.07
259.39,597,1370,470.67
115.03,962,1009,523.12
496.09,1137,1952,471.03
470.87,416,1828,309.97
341.81,115,426,698.55
215.63,346,605,694.80
760.13,448,2422,581.36
347.54,655,1541,531.45
327.94,809,1669,696.75
288.89,68,973,739.06
295.29,1672,2430,773.71
544.29,18,2758,810.12
196.97,12,259,552.53
651.78,18,2783,672.03
297.71,1160,2578,1267.64
387.38,161,1052,982.60
549.03,1048,3002,966.39
465.77,1178,3645,964.64
375.78,389,2117,939.85
403.36,2766,3752,998.91
725.74,5,2752,1002.16
257.88,3601,3924,1299.59
588.19,1491,2444,1045.67
1096.07,259,3282,1093.03
829.77,169,4992,1604.55
331.44,4347,4987,1522.15
1294.67,79,3413,1494.73
582.18,277,3061,1464.92
534.80,1265,3566,1467.06
549.82,3340,4965,1501.72
254.50,4163,4821,1447.93
611.11,2628,4755,1605.14
423.66,156,1216,1608.29
229.50,1216,1761,1485.87
428.19,86,5917,2066.55
338.56,3506,4437,2086.08
516.62,4538,5925,2215.00
460.58,151,1212,2107.00
762.32,2870,5472,2242.87
421.90,4680,5953,2292.75
1330.15,118,5684,2280.13
838.85,608,5572,2234.43
608.38,2260,4756,2383.44
648.63,534,3133,2245.38
311.63,4895,6536,2956.22
264.64,3170,3451,2969.38
493.25,3084,3864,2904.30
607.31,374,2853,2907.89
562.60,5,5244,2903.44
343.71,144,936,2951.56
823.87,377,5748,3140.80
775.20,5,3509,3118.61
866.73,549,6992,2934.71
641.86,4215,6053,2974.41
